,Sentence_id,Word,POS,Tag
307362,,northeast,NN,0
307363,,of,IN,0
307364,,Baghdad,NNP,7
307365,,and,CC,0
307366,,freed,VBD,0
307367,,several,JJ,0
307368,,wounded,JJ,0
307369,,comrades,NNS,0
307370,,.,.,0
307371,17554.0,Four,CD,0
307372,,security,NN,0
307373,,men,NNS,0
307374,,were,VBD,0
307375,,killed,VBN,0
307376,,in,IN,0
307377,,the,DT,0
307378,,attack,NN,0
307379,,.,.,0
307380,17556.0,Separately,RB,0
307381,,",",",",0
307382,,two,CD,0
307383,,British,JJ,3
307384,,soldiers,NNS,0
307385,,were,VBD,0
307386,,wounded,VBN,0
307387,,by,IN,0
307388,,a,DT,0
307389,,roadside,NN,0
307390,,bomb,NN,0
307391,,.,.,0
307392,17557.0,In,IN,0
307393,,Kirkuk,NNP,7
307394,,",",",",0
307395,,U.S.,NNP,7
307396,,and,CC,0
307397,,Iraqi,JJ,3
307398,,forces,NNS,0
307399,,killed,VBD,0
307400,,one,CD,0
307401,,gunman,NN,0
307402,,and,CC,0
307403,,captured,VBD,0
307404,,two,CD,0
307405,,after,IN,0
307406,,the,DT,0
307407,,gunmen,NNS,0
307408,,ambushed,VBD,0
307409,,and,CC,0
307410,,wounded,VBD,0
307411,,an,DT,0
307412,,Iraqi,JJ,3
307413,,security,NN,0
307414,,officer,NN,0
307415,,.,.,0
307416,17558.0,Venezuelan,JJ,3
307417,,President,NNP,1
307418,,Hugo,NNP,2
307419,,Chavez,NNP,2
307420,,says,VBZ,0
307421,,his,PRP$,0
307422,,country,NN,0
307423,,is,VBZ,0
307424,,willing,JJ,0
307425,,to,TO,0
307426,,reconsider,VB,0
307427,,pulling,VBG,0
307428,,out,IN,0
307429,,of,IN,0
307430,,the,DT,0
307431,,five-nation,JJ,0
307432,,Andean,NNP,0
307433,,Community,NNP,0
307434,,trade,NN,0
307435,,bloc,NN,0
307436,,.,.,0
307437,17560.0,Bolivian,JJ,3
307438,,President,NNP,0
307439,,Evo,NNP,1
307440,,Morales,NNP,2
307441,,has,VBZ,0
307442,,called,VBN,0
307443,,on,IN,0
307444,,Mr.,NNP,1
307445,,Chavez,NNP,2
307446,,to,TO,0
307447,,reverse,VB,0
307448,,his,PRP$,0
307449,,decision,NN,0
307450,,",",",",0
307451,,and,CC,0
307452,,he,PRP,0
307453,,also,RB,0
307454,,called,VBD,0
307455,,for,IN,0
307456,,a,DT,0
307457,,meeting,NN,0
307458,,to,TO,0
307459,,save,VB,0
307460,,the,DT,0
307461,,bloc,NN,0
307462,,.,.,0
307463,17562.0,Critics,NNS,0
307464,,say,VBP,0
307465,,the,DT,0
307466,,pacts,NNS,0
307467,,leave,VBP,0
307468,,developing,VBG,0
307469,,countries,NNS,0
307470,,at,IN,0
307471,,a,DT,0
307472,,disadvantage,NN,0
307473,,with,IN,0
307474,,competition,NN,0
307475,,from,IN,0
307476,,cheaper,JJR,0
307477,,U.S.,NNP,7
307478,,products,NNS,0
307479,,.,.,0
307480,17563.0,A,DT,0
307481,,showdown,NN,0
307482,,looms,VBZ,0
307483,,in,IN,0
307484,,the,DT,0
307485,,U.S.,NNP,15
307486,,Senate,NNP,16
307487,,",",",",0
307488,,which,WDT,0
307489,,has,VBZ,0
307490,,begun,VBN,0
307491,,debate,NN,0
307492,,on,IN,0
307493,,one,CD,0
307494,,of,IN,0
307495,,President,NNP,1
307496,,Bush,NNP,2
307497,,'s,POS,0
307498,,most,JJS,0
307499,,contested,VBN,0
307500,,judicial,JJ,0
307501,,nominees,NNS,0
307502,,and,CC,0
307503,,a,DT,0
307504,,possible,JJ,0
307505,,rule,NN,0
307506,,change,NN,0
307507,,strongly,RB,0
307508,,opposed,VBN,0
307509,,by,IN,0
307510,,Democrats,NNPS,0
307511,,.,.,0
307512,17565.0,She,PRP,0
307513,,is,VBZ,0
307514,,one,CD,0
307515,,of,IN,0
307516,,seven,CD,0
307517,,appeals,NNS,0
307518,,court,NN,0
307519,,candidates,NNS,0
307520,,Democrats,NNPS,0
307521,,have,VBP,0
307522,,blocked,VBN,0
307523,,using,VBG,0
307524,,filibusters,NNS,0
307525,,",",",",0
307526,,a,DT,0
307527,,parliamentary,JJ,0
307528,,delaying,NN,0
307529,,tactic,NN,0
307530,,.,.,0
307531,17566.0,Republicans,NNPS,0
307532,,have,VBP,0
307533,,said,VBN,0
307534,,that,IN,0
307535,,unless,IN,0
307536,,Democrats,NNPS,0
307537,,allow,VBP,0
307538,,votes,NNS,0
307539,,on,IN,0
307540,,all,DT,0
307541,,seven,CD,0
307542,,",",",",0
307543,,they,PRP,0
307544,,will,MD,0
307545,,try,VB,0
307546,,to,TO,0
307547,,enact,VB,0
307548,,a,DT,0
307549,,new,JJ,0
307550,,rule,NN,0
307551,,banning,VBG,0
307552,,filibusters,NNS,0
307553,,against,IN,0
307554,,judicial,JJ,0
307555,,nominees,NNS,0
307556,,.,.,0
307557,17567.0,The,DT,0
307558,,minority,NN,0
307559,,Democrats,NNS,0
307560,,",",",",0
307561,,who,WP,0
307562,,consider,VBP,0
307563,,the,DT,0
307564,,seven,CD,0
307565,,Bush,NNP,1
307566,,nominees,NNS,0
307567,,too,RB,0
307568,,conservative,JJ,0
307569,,",",",",0
307570,,accused,VBN,0
307571,,Republicans,NNS,0
307572,,of,IN,0
307573,,making,VBG,0
307574,,a,DT,0
307575,,power,NN,0
307576,,grab,NN,0
307577,,.,.,0
307578,17569.0,It,PRP,0
307579,,is,VBZ,0
307580,,unclear,JJ,0
307581,,whether,IN,0
307582,,Republican,JJ,0
307583,,leaders,NNS,0
307584,,have,VBP,0
307585,,the,DT,0
307586,,votes,NNS,0
307587,,to,TO,0
307588,,achieve,VB,0
307589,,their,PRP$,0
307590,,goal,NN,0
307591,,",",",",0
307592,,known,VBN,0
307593,,as,IN,0
307594,,the,DT,0
307595,,"""",``,0
307596,,nuclear,JJ,0
307597,,option,NN,0
307598,,.,.,0
307599,,"""",``,0
307600,17570.0,French,JJ,3
307601,,President,NNP,1
307602,,Jacques,NNP,2
307603,,Chirac,NNP,2
307604,,has,VBZ,0
307605,,completed,VBN,0
307606,,his,PRP$,0
307607,,four-day,JJ,0
307608,,visit,NN,0
307609,,to,TO,0
307610,,China,NNP,7
307611,,with,IN,0
307612,,a,DT,0
307613,,tour,NN,0
307614,,of,IN,0
307615,,archaeological,JJ,0
307616,,sites,NNS,0
307617,,in,IN,0
307618,,the,DT,0
307619,,historic,JJ,0
307620,,city,NN,0
307621,,of,IN,0
307622,,Xian,NNP,7
307623,,.,.,0
307624,17571.0,Mr.,NNP,1
307625,,Chirac,NNP,2
307626,,visited,VBD,0
307627,,an,DT,0
307628,,ancient,JJ,0
307629,,tomb,NN,0
307630,,built,VBD,0
307631,,more,JJR,0
307632,,than,IN,0
307633,,"2,000",CD,0
307634,,years,NNS,0
307635,,ago,RB,0
307636,,for,IN,0
307637,,an,DT,0
307638,,emperor,NN,0
307639,,of,IN,0
307640,,China,NNP,7
307641,,'s,POS,0
307642,,Han,NNP,7
307643,,dynasty,NN,0
307644,,.,.,0
307645,17572.0,He,PRP,0
307646,,expressed,VBD,0
307647,,a,DT,0
307648,,strong,JJ,0
307649,,admiration,NN,0
307650,,for,IN,0
307651,,Chinese,JJ,3
307652,,history,NN,0
307653,,and,CC,0
307654,,the,DT,0
307655,,efforts,NNS,0
307656,,of,IN,0
307657,,archaeologists,NNS,0
307658,,.,.,0
307659,17573.0,Mr.,NNP,1
307660,,Chirac,NNP,2
307661,,earlier,RB,0
307662,,traveled,VBD,0
307663,,to,TO,0
307664,,the,DT,0
307665,,central,JJ,0
307666,,Chinese,JJ,3
307667,,city,NN,0
307668,,of,IN,0
307669,,Wuhan,NNP,7
307670,,to,TO,0
307671,,lay,VB,0
307672,,the,DT,0
307673,,foundation,NN,0
307674,,stone,NN,0
307675,,for,IN,0
307676,,a,DT,0
307677,,new,JJ,0
307678,,Peugeot-Citroen,JJ,0
307679,,auto,NN,0
307680,,factory,NN,0
307681,,.,.,0
307682,17574.0,The,DT,0
307683,,plant,NN,0
307684,,is,VBZ,0
307685,,a,DT,0
307686,,joint,JJ,0
307687,,venture,NN,0
307688,,with,IN,0
307689,,Chinese,JJ,3
307690,,firm,NN,0
307691,,Dongfeng,NNP,1
307692,,",",",",0
307693,,and,CC,0
307694,,is,VBZ,0
307695,,expected,VBN,0
307696,,to,TO,0
307697,,start,VB,0
307698,,producing,VBG,0
307699,,cars,NNS,0
307700,,in,IN,0
307701,,2009,CD,13
307702,,.,.,0
307703,17575.0,In,IN,0
307704,,Beijing,NNP,7
307705,,Thursday,NNP,13
307706,,",",",",0
307707,,the,DT,0
307708,,French,JJ,3
307709,,president,NN,0
307710,,presided,VBD,0
307711,,over,IN,0
307712,,the,DT,0
307713,,signing,NN,0
307714,,of,IN,0
307715,,13,CD,0
307716,,deals,NNS,0
307717,,between,IN,0
307718,,French,JJ,3
307719,,and,CC,0
307720,,Chinese,JJ,3
307721,,businesses,NNS,0
307722,,.,.,0
307723,17576.0,The,DT,0
307724,,highlight,NN,0
307725,,was,VBD,0
307726,,China,NNP,7
307727,,'s,POS,0
307728,,decision,NN,0
307729,,to,TO,0
307730,,buy,VB,0
307731,,150,CD,0
307732,,Airbus,NNP,15
307733,,passenger,NN,0
307734,,jets,NNS,0
307735,,",",",",0
307736,,worth,JJ,0
307737,,about,IN,0
307738,,$,$,0
307739,,10,CD,0
307740,,billion,CD,0
307741,,.,.,0
307742,17577.0,Mr.,NNP,1
307743,,Chirac,NNP,2
307744,,also,RB,0
307745,,met,VBD,0
307746,,with,IN,0
307747,,Chinese,JJ,3
307748,,President,NNP,1
307749,,Hu,NNP,2
307750,,Jintao,NNP,2
307751,,Thursday,NNP,13
307752,,to,TO,0
307753,,discuss,VB,0
307754,,the,DT,0
307755,,nuclear,JJ,0
307756,,disputes,NNS,0
307757,,with,IN,0
307758,,Iran,NNP,7
307759,,and,CC,0
307760,,North,NNP,7
307761,,Korea,NNP,8
307762,,.,.,0
307763,17578.0,Pakistani,JJ,3
307764,,officials,NNS,0
307765,,say,VBP,0
307766,,two,CD,0
307767,,bombings,NNS,0
307768,,have,VBP,0
307769,,killed,VBN,0
307770,,more,JJR,0
307771,,than,IN,0
307772,,50,CD,0
307773,,people,NNS,0
307774,,and,CC,0
307775,,wounded,VBD,0
307776,,nearly,RB,0
307777,,100,CD,0
307778,,others,NNS,0
307779,,in,IN,0
307780,,the,DT,0
307781,,country,NN,0
307782,,'s,POS,0
307783,,northwest,JJS,0
307784,,tribal,JJ,0
307785,,area,NN,0
307786,,near,IN,0
307787,,the,DT,0
307788,,Afghan,JJ,3
307789,,border,NN,0
307790,,.,.,0
307791,17579.0,Police,NNP,0
307792,,said,VBD,0
307793,,Friday,NNP,13
307794,,a,DT,0
307795,,suicide,NN,0
307796,,bomber,NN,0
307797,,on,IN,0
307798,,a,DT,0
307799,,motorcycle,NN,0
307800,,detonated,VBN,0
307801,,explosives,NNS,0
307802,,outside,IN,0
307803,,a,DT,0
307804,,government,NN,0
307805,,office,NN,0
307806,,in,IN,0
307807,,the,DT,0
307808,,Yakaghund,NNP,7
307809,,village,NN,0
307810,,in,IN,0
307811,,Pakistan,NNP,7
307812,,'s,POS,0
307813,,northwest,JJS,0
307814,,Mohmand,NNP,7
307815,,tribal,JJ,0
307816,,region,NN,0
307817,,.,.,0
307818,17580.0,They,PRP,0
307819,,suspected,VBD,0
307820,,the,DT,0
307821,,second,JJ,0
307822,,explosion,NN,0
307823,,was,VBD,0
307824,,from,IN,0
307825,,a,DT,0
307826,,car,NN,0
307827,,bomb,NN,0
307828,,.,.,0
307829,17581.0,The,DT,0
307830,,early,JJ,0
307831,,morning,NN,0
307832,,blasts,NNS,0
307833,,flattened,VBD,0
307834,,dozens,NNS,0
307835,,of,IN,0
307836,,buildings,NNS,0
307837,,.,.,0
307838,17582.0,They,PRP,0
307839,,occurred,VBD,0
307840,,as,IN,0
307841,,officials,NNS,0
307842,,nearby,RB,0
307843,,were,VBD,0
307844,,distributing,VBG,0
307845,,wheelchairs,NNS,0
307846,,and,CC,0
307847,,other,JJ,0
307848,,aid,NN,0
307849,,to,TO,0
307850,,those,DT,0
307851,,in,IN,0
307852,,need,NN,0
307853,,.,.,0
307854,17583.0,Mohmand,NNP,7
307855,,is,VBZ,0
307856,,part,NN,0
307857,,of,IN,0
307858,,Pakistan,NNP,7
307859,,'s,POS,0
307860,,lawless,JJ,0
307861,,tribal,NN,0
307862,,belt,NN,0
307863,,where,WRB,0
307864,,Taliban,NNP,15
307865,,and,CC,0
307866,,al-Qaida,NNP,15
307867,,militants,NNS,0
307868,,are,VBP,0
307869,,believed,VBN,0
307870,,to,TO,0
307871,,be,VB,0
307872,,hiding,VBG,0
307873,,.,.,0
307874,17584.0,The,DT,0
307875,,Pakistani,JJ,3
307876,,army,NN,0
307877,,has,VBZ,0
307878,,carried,VBN,0
307879,,out,RP,0
307880,,operations,NNS,0
307881,,in,IN,0
307882,,Mohmand,NNP,7
307883,,",",",",0
307884,,but,CC,0
307885,,it,PRP,0
307886,,has,VBZ,0
307887,,been,VBN,0
307888,,unable,JJ,0
307889,,to,TO,0
307890,,extricate,VB,0
307891,,the,DT,0
307892,,militants,NNS,0
307893,,.,.,0
307894,17585.0,Pakistan,NNP,7
307895,,is,VBZ,0
307896,,under,IN,0
307897,,pressure,NN,0
307898,,from,IN,0
307899,,the,DT,0
307900,,United,NNP,7
307901,,States,NNPS,8
307902,,to,TO,0
307903,,go,VB,0
307904,,after,IN,0
307905,,the,DT,0
307906,,insurgents,NNS,0
307907,,",",",",0
307908,,who,WP,0
307909,,also,RB,0
307910,,have,VBP,0
307911,,carried,VBN,0
307912,,out,RP,0
307913,,attacks,NNS,0
307914,,on,IN,0
307915,,Western,JJ,0
307916,,forces,NNS,0
307917,,in,IN,0
307918,,Afghanistan,NNP,7
307919,,.,.,0
307920,17586.0,Iranian,JJ,3
307921,,authorities,NNS,0
307922,,have,VBP,0
307923,,shut,VBN,0
307924,,down,RP,0
307925,,two,CD,0
307926,,Kurdish,JJ,0
307927,,language,NN,0
307928,,newspapers,NNS,0
307929,,in,IN,0
307930,,northwestern,JJ,7
307931,,Iran,NNP,8
307932,,",",",",0
307933,,a,DT,0
307934,,day,NN,0
307935,,after,IN,0
307936,,at,IN,0
307937,,least,JJS,0
307938,,11,CD,0
307939,,people,NNS,0
307940,,were,VBD,0
307941,,killed,VBN,0
307942,,in,IN,0
307943,,that,DT,0
307944,,region,NN,0
307945,,during,IN,0
307946,,a,DT,0
307947,,clash,NN,0
307948,,between,IN,0
307949,,Kurdish,JJ,0
307950,,demonstrators,NNS,0
307951,,and,CC,0
307952,,Iranian,JJ,3
307953,,police,NN,0
307954,,.,.,0
307955,17587.0,The,DT,0
307956,,official,JJ,0
307957,,Iranian,JJ,3
307958,,news,NN,0
307959,,agency,NN,0
307960,,(,LRB,0
307961,,IRNA,NNP,15
307962,,),RRB,0
307963,,quotes,VBZ,0
307964,,the,DT,0
307965,,managing,NN,0
307966,,editor,NN,0
307967,,of,IN,0
307968,,the,DT,0
307969,,bilingual,NN,0
307970,,(,LRB,0
307971,,Kurdish,NNP,0
307972,,and,CC,0
307973,,Iranian,JJ,3
307974,,),RRB,0
307975,,Ashti,NNP,0
307976,,daily,RB,0
307977,,Thursday,NNP,13
307978,,as,IN,0
307979,,saying,VBG,0
307980,,a,DT,0
307981,,provincial,JJ,0
307982,,court,NN,0
307983,,ordered,VBD,0
307984,,the,DT,0
307985,,temporary,JJ,0
307986,,closure,NN,0
307987,,of,IN,0
307988,,the,DT,0
307989,,paper,NN,0
307990,,.,.,0
307991,17589.0,The,DT,0
307992,,killing,NN,0
307993,,last,JJ,0
307994,,month,NN,0
307995,,of,IN,0
307996,,a,DT,0
307997,,Kurdish,JJ,0
307998,,activist,NN,0
307999,,by,IN,0
308000,,Iranian,JJ,3
308001,,security,NN,0
308002,,forces,NNS,0
308003,,sparked,VBD,0
308004,,demonstrations,NNS,0
308005,,",",",",0
308006,,some,DT,0
308007,,of,IN,0
308008,,them,PRP,0
308009,,violent,JJ,0
308010,,",",",",0
308011,,in,IN,0
308012,,several,JJ,0
308013,,predominantly,RB,0
308014,,Kurdish,JJ,0
308015,,cities,NNS,0
308016,,in,IN,0
308017,,northwestern,JJ,7
308018,,Iran,NNP,8
308019,,.,.,0
308020,17590.0,A,DT,0
308021,,Turkish,JJ,3
308022,,court,NN,0
308023,,has,VBZ,0
308024,,jailed,VBN,0
308025,,five,CD,0
308026,,suspects,NNS,0
308027,,pending,VBG,0
308028,,trial,NN,0
308029,,in,IN,0
308030,,the,DT,0
308031,,killing,NN,0
308032,,of,IN,0
308033,,three,CD,0
308034,,people,NNS,0
308035,,at,IN,0
308036,,a,DT,0
308037,,Christian,JJ,0
308038,,publishing,NN,0
308039,,house,NN,0
308040,,last,JJ,0
308041,,week,NN,0
308042,,.,.,0
308043,17591.0,No,DT,0
308044,,trial,NN,0
308045,,date,NN,0
308046,,has,VBZ,0
308047,,been,VBN,0
308048,,set,VBN,0
308049,,.,.,0
308050,17592.0,The,DT,0
308051,,court,NN,0
308052,,also,RB,0
308053,,released,VBD,0
308054,,Sunday,NNP,13
308055,,six,CD,0
308056,,other,JJ,0
308057,,people,NNS,0
308058,,who,WP,0
308059,,were,VBD,0
308060,,in,IN,0
308061,,custody,NN,0
308062,,.,.,0
308063,17593.0,It,PRP,0
308064,,is,VBZ,0
308065,,unclear,JJ,0
308066,,what,WP,0
308067,,charges,VBZ,0
308068,,they,PRP,0
308069,,faced,VBD,0
308070,,.,.,0
308071,17594.0,A,DT,0
308072,,German,JJ,3
308073,,citizen,NN,0
308074,,and,CC,0
308075,,two,CD,0
308076,,Turks,NNS,3
308077,,who,WP,0
308078,,had,VBD,0
308079,,converted,VBN,0
308080,,to,TO,0
308081,,Christianity,NNP,15
308082,,were,VBD,0
308083,,killed,VBN,0
308084,,in,IN,0
308085,,the,DT,0
308086,,attack,NN,0
308087,,in,IN,0
308088,,Malatya,NNP,7
308089,,.,.,0
308090,17595.0,They,PRP,0
308091,,were,VBD,0
308092,,found,VBN,0
308093,,bound,VBN,0
308094,,to,TO,0
308095,,chairs,NNS,0
308096,,with,IN,0
308097,,their,PRP$,0
308098,,throats,NNS,0
308099,,slit,VBP,0
308100,,.,.,0
308101,17596.0,At,IN,0
308102,,least,JJS,0
308103,,one,CD,0
308104,,of,IN,0
308105,,the,DT,0
308106,,victims,NNS,0
308107,,also,RB,0
308108,,had,VBD,0
308109,,several,JJ,0
308110,,stab,JJ,0
308111,,wounds,NNS,0
308112,,.,.,0
308113,17597.0,Representatives,NNS,0
308114,,of,IN,0
308115,,Turkey,NNP,15
308116,,'s,POS,0
308117,,small,JJ,0
308118,,Protestant,JJ,0
308119,,community,NN,0
308120,,have,VBP,0
308121,,blamed,VBN,0
308122,,the,DT,0
308123,,killings,NNS,0
308124,,on,IN,0
308125,,growing,VBG,0
308126,,intolerance,NN,0
308127,,towards,IN,0
308128,,Christians,NNS,0
308129,,and,CC,0
308130,,missionaries,NNS,0
308131,,.,.,0
308132,17598.0,The,DT,0
308133,,Catholic,NNP,15
308134,,and,CC,0
308135,,Greek,JJ,3
308136,,Orthodox,NNP,15
308137,,churches,NNS,0
308138,,have,VBP,0
308139,,condemned,VBN,0
308140,,the,DT,0
308141,,attack,NN,0
308142,,",",",",0
308143,,as,IN,0
308144,,has,VBZ,0
308145,,Turkish,JJ,3
308146,,President,NNP,1
308147,,Ahmet,NNP,0
308148,,Necdet,NNP,1
308149,,Sezer,NNP,2
308150,,",",",",0
308151,,who,WP,0
308152,,said,VBD,0
308153,,there,EX,0
308154,,can,MD,0
308155,,be,VB,0
308156,,no,DT,0
308157,,justification,NN,0
308158,,for,IN,0
308159,,it,PRP,0
308160,,.,.,0
308161,17599.0,Chinese,JJ,3
308162,,state,NN,0
308163,,media,NNS,0
308164,,say,VBP,0
308165,,an,DT,0
308166,,explosion,NN,0
308167,,at,IN,0
308168,,a,DT,0
308169,,chemical,NN,0
308170,,plant,NN,0
308171,,in,IN,0
308172,,eastern,JJ,7
308173,,China,NNP,8
308174,,has,VBZ,0
308175,,killed,VBN,0
308176,,at,IN,0
308177,,least,JJS,0
308178,,14,CD,0
308179,,people,NNS,0
308180,,and,CC,0
308181,,injured,VBN,0
308182,,30,CD,0
308183,,others,NNS,0
308184,,.,.,0
308185,17601.0,It,PRP,0
308186,,is,VBZ,0
308187,,not,RB,0
308188,,immediately,RB,0
308189,,clear,JJ,0
308190,,how,WRB,0
308191,,many,JJ,0
308192,,workers,NNS,0
308193,,were,VBD,0
308194,,in,IN,0
308195,,the,DT,0
308196,,plant,NN,0
308197,,at,IN,0
308198,,the,DT,0
308199,,time,NN,0
308200,,of,IN,0
308201,,the,DT,0
308202,,explosion,NN,0
308203,,.,.,0
308204,17602.0,Xinhua,NNP,15
308205,,says,VBZ,0
308206,,the,DT,0
308207,,plant,NN,0
308208,,produces,VBZ,0
308209,,explosives,NNS,0
308210,,for,IN,0
308211,,civilian,JJ,0
308212,,uses,NNS,0
308213,,such,JJ,0
308214,,as,IN,0
308215,,mining,NN,0
308216,,.,.,0
308217,17603.0,World,NNP,0
308218,,leaders,NNS,0
308219,,and,CC,0
308220,,diplomats,NNS,0
308221,,are,VBP,0
308222,,uniting,VBG,0
308223,,to,TO,0
308224,,condemn,VB,0
308225,,Saturday,NNP,13
308226,,'s,POS,0
308227,,deadly,JJ,0
308228,,suicide,NN,0
308229,,bombings,NNS,0
308230,,on,IN,0
308231,,the,DT,0
308232,,Indonesian,JJ,3
308233,,resort,NN,0
308234,,island,NN,0
308235,,of,IN,0
308236,,Bali,NNP,7
308237,,.,.,0
308238,17606.0,A,DT,0
308239,,U.N.,NNP,15
308240,,spokesman,NN,0
308241,,says,VBZ,0
308242,,Secretary-General,NNP,15
308243,,Kofi,NNP,1
308244,,Annan,NNP,2
308245,,is,VBZ,0
308246,,"""",``,0
308247,,dismayed,VBN,0
308248,,"""",``,0
308249,,that,DT,0
308250,,Bali,NNP,7
308251,,is,VBZ,0
308252,,again,RB,0
308253,,the,DT,0
308254,,scene,NN,0
308255,,of,IN,0
308256,,an,DT,0
308257,,attack,NN,0
308258,,",",",",0
308259,,and,CC,0
308260,,he,PRP,0
308261,,urged,VBD,0
308262,,authorities,NNS,0
308263,,to,TO,0
308264,,promptly,RB,0
308265,,bring,VB,0
308266,,the,DT,0
308267,,perpetrators,NNS,0
308268,,of,IN,0
308269,,what,WP,0
308270,,he,PRP,0
308271,,called,VBD,0
308272,,a,DT,0
308273,,"""",``,0
308274,,cowardly,RB,0
308275,,attack,NN,0
308276,,"""",``,0
308277,,to,TO,0
308278,,justice,NN,0
308279,,.,.,0
308280,17608.0,Sweden,NNP,1
308281,,will,MD,0
308282,,have,VB,0
308283,,the,DT,0
308284,,chance,NN,0
308285,,to,TO,0
308286,,add,VB,0
308287,,the,DT,0
308288,,Olympic,NNP,0
308289,,Games,NNPS,0
308290,,women,NNS,0
308291,,'s,POS,0
308292,,curling,VBG,0
308293,,title,NN,0
308294,,to,TO,0
308295,,its,PRP$,0
308296,,world,NN,0
308297,,and,CC,0
308298,,European,JJ,0
308299,,crowns,NNS,0
308300,,.,.,0
308301,17609.0,The,DT,0
308302,,Swedes,NNS,3
308303,,reached,VBD,0
308304,,the,DT,0
308305,,tournament,NN,0
308306,,final,JJ,0
308307,,at,IN,0
308308,,the,DT,0
308309,,Turin,NNP,15
308310,,Winter,NNP,16
308311,,Games,NNPS,0
308312,,with,IN,0
308313,,a,DT,0
308314,,05-Apr,CD,0
308315,,semifinal,JJ,0
308316,,victory,NN,0
308317,,over,IN,0
308318,,Norway,NNP,7
308319,,Wednesday,NNP,13
308320,,.,.,0
308321,17612.0,Each,DT,0
308322,,finished,VBD,0
308323,,the,DT,0
308324,,preliminary,JJ,0
308325,,round,NN,0
308326,,with,IN,0
308327,,win-loss,JJ,0
308328,,records,NNS,0
308329,,of,IN,0
308330,,07-Feb,CD,0
308331,,in,IN,0
308332,,the,DT,0
308333,,10-nation,JJ,0
308334,,tournament,NN,0
308335,,.,.,0
308336,17613.0,Indonesian,JJ,3
308337,,officials,NNS,0
308338,,say,VBP,0
308339,,a,DT,0
308340,,landslide,NN,0
308341,,has,VBZ,0
308342,,killed,VBN,0
308343,,five,CD,0
308344,,people,NNS,0
308345,,on,IN,0
308346,,Flores,NNP,7
308347,,Island,NNP,8
308348,,.,.,0
308349,17614.0,Local,JJ,0
308350,,officials,NNS,0
308351,,said,VBD,0
308352,,the,DT,0
308353,,landslide,NN,0
308354,,was,VBD,0
308355,,triggered,VBN,0
308356,,by,IN,0
308357,,several,JJ,0
308358,,days,NNS,0
308359,,of,IN,0
308360,,heavy,JJ,0
308361,,rain,NN,0
308362,,.,.,0
308363,17615.0,Floods,NNS,0
308364,,and,CC,0
308365,,landslides,NNS,0
308366,,are,VBP,0
308367,,common,JJ,0
308368,,in,IN,0
308369,,Indonesia,NNP,7
308370,,",",",",0
308371,,especially,RB,0
308372,,during,IN,0
308373,,the,DT,0
308374,,rainy,NN,0
308375,,season,NN,0
308376,,.,.,0
308377,17616.0,Many,JJ,0
308378,,landslides,NNS,0
308379,,are,VBP,0
308380,,caused,VBN,0
308381,,by,IN,0
308382,,illegal,JJ,0
308383,,logging,NN,0
308384,,or,CC,0
308385,,the,DT,0
308386,,clearing,NN,0
308387,,of,IN,0
308388,,farmland,NN,0
308389,,that,WDT,0
308390,,strips,VBZ,0
308391,,away,RB,0
308392,,natural,JJ,0
308393,,barriers,NNS,0
308394,,.,.,0
308395,17617.0,Flores,NNP,7
308396,,is,VBZ,0
308397,,an,DT,0
308398,,island,NN,0
308399,,in,IN,0
308400,,the,DT,0
308401,,southeastern,JJ,0
308402,,part,NN,0
308403,,of,IN,0
308404,,the,DT,0
308405,,Indonesian,JJ,3
308406,,archipelago,NN,0
308407,,",",",",0
308408,,about,IN,0
308409,,15,CD,0
308410,,hundred,CD,0
308411,,kilometers,NNS,0
308412,,from,IN,0
308413,,the,DT,0
308414,,capital,NN,0
308415,,",",",",0
308416,,Jakarta,NNP,7
308417,,.,.,0
308418,17620.0,Kidnappers,NNS,0
308419,,who,WP,0
308420,,seized,VBD,0
308421,,Italian,JJ,3
308422,,photojournalist,NN,0
308423,,Gabriele,NNP,1
308424,,Torsello,NNP,2
308425,,in,IN,0
308426,,Afghanistan,NNP,7
308427,,last,JJ,0
308428,,week,NN,0
308429,,issued,VBD,0
308430,,the,DT,0
308431,,demand,NN,0
308432,,late,JJ,0
308433,,Wednesday,NNP,13
308434,,.,.,0
308435,17623.0,Authorities,NNS,0
308436,,blamed,VBD,0
308437,,the,DT,0
308438,,abduction,NN,0
308439,,on,IN,0
308440,,the,DT,0
308441,,Taleban,NNP,15
308442,,",",",",0
308443,,but,CC,0
308444,,the,DT,0
308445,,radical,JJ,0
308446,,Islamist,NN,0
308447,,group,NN,0
308448,,denies,VBZ,0
308449,,any,DT,0
308450,,involvement,NN,0
308451,,.,.,0
308452,17624.0,In,IN,0
308453,,Rome,NNP,7
308454,,",",",",0
308455,,the,DT,0
308456,,Foreign,NNP,15
308457,,Ministry,NNP,16
308458,,said,VBD,0
308459,,it,PRP,0
308460,,was,VBD,0
308461,,working,VBG,0
308462,,for,IN,0
308463,,the,DT,0
308464,,release,NN,0
308465,,of,IN,0
308466,,the,DT,0
308467,,photographer,NN,0
308468,,.,.,0
308469,17626.0,In,IN,0
308470,,an,DT,0
308471,,opinion,NN,0
308472,,piece,NN,0
308473,,in,IN,0
308474,,Saturday,NNP,13
308475,,'s,POS,0
308476,,Washington,NNP,0
308477,,Post,NNP,0
308478,,newspaper,NN,0
308479,,",",",",0
